case_id,timestamp,operation_end_time,lifecycle:transition,lifecycle:state,event_id,identifier:id,process_model_id,case,activity,requested_service_url,org:resource,planned_operation_time,parameters,case:concept:name,SubProcessID,current_task,response_status_code,complete_service_time,human_workstation_green_button_pressed,unsatisfied_condition_description
WF_1106_3,2021-06-25T15:22:37.880000,2021-06-25T15:22:37.880000,complete,success,647,a_8352,WF_1106,WF_1106_3,/hw/human_review,http://136.199.130.208:5000/hw/human_review?resource=hw_1&business_key=WF_1106,hw_1,0 days 00:01:42,,WF_1106_3,,,200,00:43.9,1,
WF_1106_3,2021-06-25T15:22:37.899958,2021-06-25T15:23:04.415612,scheduled,assigned,652,a_8538,WF_1106,WF_1106_3,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_1106,vgr_1,0 days 00:00:24,,WF_1106_3,,,,,,
WF_1106_3,2021-06-25T15:23:04.604000,2021-06-25T15:23:25.368000,start,inProgress,652,a_8538,WF_1106,WF_1106_3,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_1106,vgr_1,0 days 00:00:24,,WF_1106_3,ab44987d-7cb9-49b6-b2f2-ac8fdc07ef5e,picking up and transporting the workpiece from the human_workstation to the waiting_platform,,,,
WF_1106_3,2021-06-25T15:23:28.211664,2021-06-25T15:23:29.103000,complete,success,652,a_8538,WF_1106,WF_1106_3,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_1106,vgr_1,0 days 00:00:24,,WF_1106_3,,,200,00:51.2,,
WF_1106_3,2021-06-25T15:22:37.887120,2021-06-25T15:23:00.402723,scheduled,assigned,654,a_8531,WF_1106,WF_1106_3,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_1106,hbw_1,0 days 00:00:46,,WF_1106_3,,,,,,
WF_1106_3,2021-06-25T15:23:00.607000,2021-06-25T15:23:37.590000,start,inProgress,654,a_8531,WF_1106,WF_1106_3,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_1106,hbw_1,0 days 00:00:46,,WF_1106_3,d849f2b4-8e62-4c85-879b-64a2887397ca,unloading a empty bucket from slot 1,,,,
WF_1106_3,2021-06-25T15:23:47.434000,2021-06-25T15:23:47.434000,complete,success,654,a_8531,WF_1106,WF_1106_3,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_1106,hbw_1,0 days 00:00:46,,WF_1106_3,,,200,01:09.5,,
WF_1106_3,2021-06-25T15:23:29.110328,2021-06-25T15:23:46.188475,scheduled,assigned,657,a_8565,WF_1106,WF_1106_3,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_1106,vgr_1,0 days 00:00:15,,WF_1106_3,,,,,,
WF_1106_3,2021-06-25T15:23:46.323000,2021-06-25T15:24:05.965000,start,inProgress,657,a_8565,WF_1106,WF_1106_3,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_1106,vgr_1,0 days 00:00:15,,WF_1106_3,7ac0bd78-1484-4486-ba1b-c4b19e3832af,picking up and transporting the workpiece from the waiting_platform to the high_bay_warehouse,,,,
WF_1106_3,2021-06-25T15:24:08.876000,2021-06-25T15:24:08.876000,complete,success,657,a_8565,WF_1106,WF_1106_3,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_1106,vgr_1,0 days 00:00:15,,WF_1106_3,,,200,00:39.8,,
WF_1106_3,2021-06-25T15:24:08.886046,2021-06-25T15:24:13.261036,scheduled,assigned,659,a_8576,WF_1106,WF_1106_3,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_1106,hbw_1,0 days 00:00:46,,WF_1106_3,,,,,,
WF_1106_3,2021-06-25T15:24:14.041000,2021-06-25T15:24:50.214000,start,inProgress,659,a_8576,WF_1106,WF_1106_3,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_1106,hbw_1,0 days 00:00:46,,WF_1106_3,f22f40bd-dc88-4950-bddd-4b1666ffabc9,storing a new full bucket in slot 1,,,,
WF_1106_3,2021-06-25T15:24:51.261000,2021-06-25T15:24:51.261000,complete,success,659,a_8576,WF_1106,WF_1106_3,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_1106,hbw_1,0 days 00:00:46,,WF_1106_3,,,200,00:42.4,,
WF_105_5,2021-06-25T15:16:03.165848,2021-06-25T15:18:14.025108,scheduled,assigned,624,a_8207,WF_105,WF_105_5,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_105,hbw_2,0 days 00:00:52,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:18:14.074000,2021-06-25T15:18:50.495000,start,inProgress,624,a_8207,WF_105,WF_105_5,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_105,hbw_2,0 days 00:00:52,,WF_105_5,2a0f017d-fbd4-49c5-8b90-b52d187a8938,unloading a empty bucket from slot 4,,,,
WF_105_5,2021-06-25T15:18:52.322000,2021-06-25T15:18:52.322000,complete,success,624,a_8207,WF_105,WF_105_5,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_105,hbw_2,0 days 00:00:52,,WF_105_5,,,200,02:49.2,,
WF_105_5,2021-06-25T15:18:52.353236,2021-06-25T15:18:56.775095,scheduled,assigned,630,a_8244,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=dm_2_sink_pos&business_key=WF_105,vgr_2,0 days 00:00:40,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:18:56.875000,2021-06-25T15:19:36.216000,start,inProgress,630,a_8244,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=dm_2_sink_pos&business_key=WF_105,vgr_2,0 days 00:00:40,,WF_105_5,672d925f-6cb0-441b-a70d-c2685dd4ed01,picking up and transporting the workpiece from the high_bay_warehouse to the dm_2_sink,,,,
WF_105_5,2021-06-25T15:19:36.240008,2021-06-25T15:19:39.697000,complete,success,630,a_8244,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=dm_2_sink_pos&business_key=WF_105,vgr_2,0 days 00:00:40,,WF_105_5,,,200,00:47.3,,
WF_105_5,2021-06-25T15:19:39.729025,2021-06-25T15:19:46.244673,scheduled,assigned,633,a_8274,WF_105,WF_105_5,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_105,hbw_2,0 days 00:00:47,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:19:47.120000,2021-06-25T15:20:25.261000,start,inProgress,633,a_8274,WF_105,WF_105_5,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_105,hbw_2,0 days 00:00:47,,WF_105_5,d369d54f-352a-4bda-9217-778412e1bba4,storing a new empty bucket in slot 4,,,,
WF_105_5,2021-06-25T15:20:26.604000,2021-06-25T15:20:26.604000,complete,success,633,a_8274,WF_105,WF_105_5,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_105,hbw_2,0 days 00:00:47,,WF_105_5,,,200,00:46.9,,
WF_105_5,2021-06-25T15:19:39.723735,2021-06-25T15:19:51.755068,scheduled,assigned,635,a_8285,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=dm_2_sink_pos&end=ov_1_pos&business_key=WF_105,vgr_1,0 days 00:00:46,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:19:51.777000,2021-06-25T15:20:33.730000,start,inProgress,635,a_8285,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=dm_2_sink_pos&end=ov_1_pos&business_key=WF_105,vgr_1,0 days 00:00:46,,WF_105_5,cd57fdd7-fb1d-40f5-9a2e-36c06b7af19b,picking up and transporting the workpiece from the dm_2_sink to the oven,,,,
WF_105_5,2021-06-25T15:20:36.486698,2021-06-25T15:20:37.380000,complete,success,635,a_8285,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=dm_2_sink_pos&end=ov_1_pos&business_key=WF_105,vgr_1,0 days 00:00:46,,WF_105_5,,,200,00:57.7,,
WF_105_5,2021-06-25T15:20:37.390114,2021-06-25T15:20:41.531018,scheduled,assigned,638,a_8304,WF_105,WF_105_5,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_1&size=regular&thickness=thick&business_key=WF_105,ov_1,0 days 00:03:42,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:20:41.698000,2021-06-25T15:21:07.526000,start,inProgress,638,a_8304,WF_105,WF_105_5,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_1&size=regular&thickness=thick&business_key=WF_105,ov_1,0 days 00:03:42,,WF_105_5,fb2ef608-a3e5-4337-9701-ca0afaee4517,burning the workpiece of size regular and thickness thickfor 15 seconds,,,,
WF_105_5,2021-06-25T15:21:09.562000,2021-06-25T15:21:09.562000,complete,success,638,a_8304,WF_105,WF_105_5,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_1&size=regular&thickness=thick&business_key=WF_105,ov_1,0 days 00:03:42,,WF_105_5,,,200,00:32.2,,
WF_105_5,2021-06-25T15:21:09.582761,2021-06-25T15:21:13.942381,scheduled,assigned,639,a_8331,WF_105,WF_105_5,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_1&start=ov_1_pos&end=mm_1_initial_pos&business_key=WF_105,wt_1,0 days 00:00:22,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:21:14.011000,2021-06-25T15:21:40.294000,start,inProgress,639,a_8331,WF_105,WF_105_5,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_1&start=ov_1_pos&end=mm_1_initial_pos&business_key=WF_105,wt_1,0 days 00:00:22,,WF_105_5,f9207f0d-6a29-4952-a19b-16fa70b5a8a2,picking up and transporting the workpiece from the oven to the milling_machine,,,,
WF_105_5,2021-06-25T15:21:43.489000,2021-06-25T15:21:43.489000,complete,success,639,a_8331,WF_105,WF_105_5,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_1&start=ov_1_pos&end=mm_1_initial_pos&business_key=WF_105,wt_1,0 days 00:00:22,,WF_105_5,,,200,00:33.9,,
WF_105_5,2021-06-25T15:21:43.505554,2021-06-25T15:21:47.802328,scheduled,assigned,642,a_8337,WF_105,WF_105_5,/mm/deburr,http://136.199.130.208:5000/mm/deburr?resource=mm_1&start=mm_1_initial_pos&end=sm_1_lb_1_pos&business_key=WF_105,mm_1,0 days 00:00:14,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:21:47.838000,2021-06-25T15:22:02.168000,start,inProgress,642,a_8337,WF_105,WF_105_5,/mm/deburr,http://136.199.130.208:5000/mm/deburr?resource=mm_1&start=mm_1_initial_pos&end=sm_1_lb_1_pos&business_key=WF_105,mm_1,0 days 00:00:14,,WF_105_5,c60ee4b0-b160-4a85-83d3-b36a4a19125c,"transporting the workpiece from the initial to the mill, deburring it and transporting it to the ejection afterwards",,,,
WF_105_5,2021-06-25T15:22:03.193000,2021-06-25T15:22:03.193000,complete,success,642,a_8337,WF_105,WF_105_5,/mm/deburr,http://136.199.130.208:5000/mm/deburr?resource=mm_1&start=mm_1_initial_pos&end=sm_1_lb_1_pos&business_key=WF_105,mm_1,0 days 00:00:14,,WF_105_5,,,200,00:19.7,,
WF_105_5,2021-06-25T15:22:03.222514,2021-06-25T15:22:04.972459,scheduled,assigned,644,a_8358,WF_105,WF_105_5,/sm/sort,http://136.199.130.208:5000/sm/sort?resource=sm_1&start=sm_1_lb_1_pos&use_nfc=false&end=sm_1_automatic_pos&business_key=WF_105,sm_1,0 days 00:00:12,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:22:05.011000,2021-06-25T15:22:17.011000,start,inProgress,644,a_8358,WF_105,WF_105_5,/sm/sort,http://136.199.130.208:5000/sm/sort?resource=sm_1&start=sm_1_lb_1_pos&use_nfc=false&end=sm_1_automatic_pos&business_key=WF_105,sm_1,0 days 00:00:12,,WF_105_5,ad710087-02e8-468c-a7f6-783db40ecc14,sorting the workpiece which is located at initial without using the nfc reader into the predefined ejection location none,,,,
WF_105_5,2021-06-25T15:22:18.285000,2021-06-25T15:22:18.285000,complete,success,644,a_8358,WF_105,WF_105_5,/sm/sort,http://136.199.130.208:5000/sm/sort?resource=sm_1&start=sm_1_lb_1_pos&use_nfc=false&end=sm_1_automatic_pos&business_key=WF_105,sm_1,0 days 00:00:12,,WF_105_5,,,200,00:15.1,,
WF_105_5,2021-06-25T15:39:45.609765,2021-06-25T15:39:48.500422,scheduled,assigned,740,a_9718,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=sm_1_sink_3_pos&end=hw_1_pos&business_key=WF_105,vgr_1,0 days 00:00:41,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:39:48.588000,2021-06-25T15:40:32.822000,start,inProgress,740,a_9718,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=sm_1_sink_3_pos&end=hw_1_pos&business_key=WF_105,vgr_1,0 days 00:00:41,,WF_105_5,80f5a120-cda6-4672-b830-bff58a58d5c9,picking up and transporting the workpiece from the sink_3 to the human_workstation,,,,
WF_105_5,2021-06-25T15:40:34.141000,2021-06-25T15:40:34.141000,complete,success,740,a_9718,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=sm_1_sink_3_pos&end=hw_1_pos&business_key=WF_105,vgr_1,0 days 00:00:41,,WF_105_5,,,200,00:48.5,,
WF_105_5,2021-06-25T15:40:34.150269,2021-06-25T15:40:37.400220,scheduled,assigned,743,a_9738,WF_105,WF_105_5,/hw/human_review,http://136.199.130.208:5000/hw/human_review?resource=hw_1&business_key=WF_105,hw_1,0 days 00:01:42,,WF_105_5,,,,,1,
WF_105_5,2021-06-25T15:40:37.450000,2021-06-25T15:40:47.533000,start,inProgress,743,a_9738,WF_105,WF_105_5,/hw/human_review,http://136.199.130.208:5000/hw/human_review?resource=hw_1&business_key=WF_105,hw_1,0 days 00:01:42,,WF_105_5,8b53f9ad-ae30-4603-8f4c-96d118fb848f,performing a human review of the workpiece,,,1,
WF_105_5,2021-06-25T15:40:48.494000,2021-06-25T15:40:48.494000,complete,success,743,a_9738,WF_105,WF_105_5,/hw/human_review,http://136.199.130.208:5000/hw/human_review?resource=hw_1&business_key=WF_105,hw_1,0 days 00:01:42,,WF_105_5,,,200,00:14.3,1,
WF_105_5,2021-06-25T15:40:48.509944,2021-06-25T15:41:05.619227,scheduled,assigned,746,a_9763,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_105,vgr_1,0 days 00:00:24,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:41:05.792000,2021-06-25T15:41:34.244000,start,inProgress,746,a_9763,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_105,vgr_1,0 days 00:00:24,,WF_105_5,2719ecbb-0394-41fe-95c3-ef5f8a962aa0,picking up and transporting the workpiece from the human_workstation to the waiting_platform,,,,
WF_105_5,2021-06-25T15:41:34.283215,2021-06-25T15:41:35.213000,complete,success,746,a_9763,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_105,vgr_1,0 days 00:00:24,,WF_105_5,,,200,00:46.7,,
WF_105_5,2021-06-25T15:40:48.509877,2021-06-25T15:41:42.322304,scheduled,assigned,750,a_9783,WF_105,WF_105_5,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_105,hbw_1,0 days 00:00:46,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:41:42.339000,2021-06-25T15:42:18.636000,start,inProgress,750,a_9783,WF_105,WF_105_5,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_105,hbw_1,0 days 00:00:46,,WF_105_5,5a1a2d8b-f825-4ee6-a4ea-acd0a6d023d2,unloading a empty bucket from slot 1,,,,
WF_105_5,2021-06-25T15:42:19.557000,2021-06-25T15:42:19.557000,complete,success,750,a_9783,WF_105,WF_105_5,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_105,hbw_1,0 days 00:00:46,,WF_105_5,,,200,01:31.0,,
WF_105_5,2021-06-25T15:41:35.234978,2021-06-25T15:42:21.204024,scheduled,assigned,752,a_9830,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_105,vgr_1,0 days 00:00:15,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:42:21.323000,2021-06-25T15:42:40.696000,start,inProgress,752,a_9830,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_105,vgr_1,0 days 00:00:15,,WF_105_5,fea76a39-7730-4919-9e92-7d3d5541b4a3,picking up and transporting the workpiece from the waiting_platform to the high_bay_warehouse,,,,
WF_105_5,2021-06-25T15:42:42.235000,2021-06-25T15:42:42.235000,complete,success,752,a_9830,WF_105,WF_105_5,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_105,vgr_1,0 days 00:00:15,,WF_105_5,,,200,01:07.0,,
WF_105_5,2021-06-25T15:42:42.247270,2021-06-25T15:42:45.591055,scheduled,assigned,753,a_9837,WF_105,WF_105_5,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_105,hbw_1,0 days 00:00:46,,WF_105_5,,,,,,
WF_105_5,2021-06-25T15:42:46.338000,2021-06-25T15:43:23.089000,start,inProgress,753,a_9837,WF_105,WF_105_5,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_105,hbw_1,0 days 00:00:46,,WF_105_5,55225032-7a71-46c8-967a-31f70fbb3103,storing a new full bucket in slot 1,,,,
WF_105_5,2021-06-25T15:43:24.091000,2021-06-25T15:43:24.091000,complete,success,753,a_9837,WF_105,WF_105_5,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_105,hbw_1,0 days 00:00:46,,WF_105_5,,,200,00:41.8,,
WF_102_9,2021-06-25T15:16:04.782844,2021-06-25T15:20:28.173395,scheduled,assigned,637,a_8291,WF_102,WF_102_9,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:52,,WF_102_9,,,,,,
WF_102_9,2021-06-25T15:20:28.339000,2021-06-25T15:21:05.698000,start,inProgress,637,a_8291,WF_102,WF_102_9,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:52,,WF_102_9,24146564-34b5-4c54-8538-5dee2e270708,unloading a empty bucket from slot 1,,,,
WF_102_9,2021-06-25T15:21:06.736000,2021-06-25T15:21:06.736000,complete,success,637,a_8291,WF_102,WF_102_9,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:52,,WF_102_9,,,200,05:02.0,,
WF_102_9,2021-06-25T15:21:06.745143,2021-06-25T15:21:08.682621,scheduled,assigned,640,a_8322,WF_102,WF_102_9,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=ov_2_pos&business_key=WF_102,vgr_2,0 days 00:00:32,,WF_102_9,,,,,,
WF_102_9,2021-06-25T15:21:08.761000,2021-06-25T15:21:45.653000,start,inProgress,640,a_8322,WF_102,WF_102_9,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=ov_2_pos&business_key=WF_102,vgr_2,0 days 00:00:32,,WF_102_9,2fab0094-cb51-4bf0-b462-7b219f0f12ce,picking up and transporting the workpiece from the high_bay_warehouse to the oven,,,,
WF_102_9,2021-06-25T15:21:49.214000,2021-06-25T15:21:49.214000,complete,success,640,a_8322,WF_102,WF_102_9,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=ov_2_pos&business_key=WF_102,vgr_2,0 days 00:00:32,,WF_102_9,,,200,00:42.5,,
WF_102_9,2021-06-25T15:21:49.233885,2021-06-25T15:21:54.390025,scheduled,assigned,645,a_8347,WF_102,WF_102_9,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_2&size=middle&thickness=thin&business_key=WF_102,ov_2,0 days 00:03:42,,WF_102_9,,,,,,
WF_102_9,2021-06-25T15:21:54.479000,2021-06-25T15:22:21.135000,start,inProgress,645,a_8347,WF_102,WF_102_9,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_2&size=middle&thickness=thin&business_key=WF_102,ov_2,0 days 00:03:42,,WF_102_9,d85fbacf-0aec-4048-aba5-2e4faba15f0e,burning the workpiece of size middle and thickness thinfor 15 seconds,,,,
WF_102_9,2021-06-25T15:22:22.265000,2021-06-25T15:22:22.265000,complete,success,645,a_8347,WF_102,WF_102_9,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_2&size=middle&thickness=thin&business_key=WF_102,ov_2,0 days 00:03:42,,WF_102_9,,,200,00:33.0,,
WF_102_9,2021-06-25T15:21:49.234273,2021-06-25T15:21:52.984118,scheduled,assigned,646,a_8342,WF_102,WF_102_9,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:47,,WF_102_9,,,,,,
WF_102_9,2021-06-25T15:21:53.745000,2021-06-25T15:22:29.951000,start,inProgress,646,a_8342,WF_102,WF_102_9,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:47,,WF_102_9,18c7b115-ee09-4ae6-a6f2-cc582080cb0a,storing a new empty bucket in slot 1,,,,
WF_102_9,2021-06-25T15:22:31.031000,2021-06-25T15:22:31.031000,complete,success,646,a_8342,WF_102,WF_102_9,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:47,,WF_102_9,,,200,00:41.8,,
WF_102_9,2021-06-25T15:22:22.280368,2021-06-25T15:22:26.639876,scheduled,assigned,649,a_8395,WF_102,WF_102_9,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_2&start=ov_2_pos&end=mm_2_initial_pos&business_key=WF_102,wt_2,0 days 00:00:27,,WF_102_9,,,,,,
WF_102_9,2021-06-25T15:22:26.672000,2021-06-25T15:22:56.566000,start,inProgress,649,a_8395,WF_102,WF_102_9,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_2&start=ov_2_pos&end=mm_2_initial_pos&business_key=WF_102,wt_2,0 days 00:00:27,,WF_102_9,aab6b7f3-5edd-47b5-840e-9bafb9597352,picking up and transporting the workpiece from the oven to the milling_machine,,,,
WF_102_9,2021-06-25T15:23:00.718000,2021-06-25T15:23:00.718000,complete,success,649,a_8395,WF_102,WF_102_9,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_2&start=ov_2_pos&end=mm_2_initial_pos&business_key=WF_102,wt_2,0 days 00:00:27,,WF_102_9,,,200,00:38.4,,
WF_102_9,2021-06-25T15:23:00.741543,2021-06-25T15:23:05.257156,scheduled,assigned,651,a_8542,WF_102,WF_102_9,/mm/drill,http://136.199.130.208:5000/mm/drill?resource=mm_2&start=mm_2_initial_pos&end=sm_2_lb_1_pos&quantity=6&size=30&business_key=WF_102,mm_2,0 days 00:00:22,,WF_102_9,,,,,,
WF_102_9,2021-06-25T15:23:05.323000,2021-06-25T15:23:20.807000,start,inProgress,651,a_8542,WF_102,WF_102_9,/mm/drill,http://136.199.130.208:5000/mm/drill?resource=mm_2&start=mm_2_initial_pos&end=sm_2_lb_1_pos&quantity=6&size=30&business_key=WF_102,mm_2,0 days 00:00:22,,WF_102_9,25f28219-33c0-4da7-adbc-8cdfc531c31e,"transporting the workpiece from the initial to the mill or drill, drilling 6 holes in size 30 and transporting it to the ejection afterwards",,,,
